;Tweet;Sentimen;step01;tokens;final_tokens;step02
411;New post (Mengalokasikan Ventilator Selama COVID-19: Apa itu 'Adil'?) has been published on Kafe Kepo -;1.0;new post mengalokasikan ventilator selama covid   apa itu adil has been published on kafe kepo;['new', 'post', 'mengalokasikan', 'ventilator', 'selama', 'covid', 'apa', 'itu', 'adil', 'has', 'been', 'published', 'on', 'kafe', 'kepo'];['new', 'post', 'mengalokasikan', 'ventilator', 'selama', 'covid', 'apa', 'itu', 'adil', 'has', 'been', 'published', 'on', 'kafe', 'kepo'];new post mengalokasikan ventilator selama covid apa itu adil has been published on kafe kepo
412;Covid ini kapan pergi sih, padahal aku itu dapet income tiap minggu dari event orang2 buat acara mau wedding, birthday, corporate dll. Semua event bulan kemarin dan bulan ini n bulan depan di cancel semua. Sedih tau;0.0;covid ini kapan pergi sih padahal aku itu dapet income tiap minggu dari event orang buat acara mau wedding birthday corporate dll semua event bulan kemarin dan bulan ini bulan depan di cancel semua sedih tau;['covid', 'ini', 'kapan', 'pergi', 'sih', 'padahal', 'aku', 'itu', 'dapet', 'income', 'tiap', 'minggu', 'dari', 'event', 'orang', 'buat', 'acara', 'mau', 'wedding', 'birthday', 'corporate', 'dll', 'semua', 'event', 'bulan', 'kemarin', 'dan', 'bulan', 'ini', 'bulan', 'depan', 'di', 'cancel', 'semua', 'sedih', 'tau'];['covid', 'ini', 'kapan', 'pergi', 'sih', 'padahal', 'aku', 'itu', 'dapet', 'income', 'tiap', 'minggu', 'dari', 'event', 'orang', 'buat', 'acara', 'mau', 'wedding', 'birthday', 'corporate', 'dll', 'semua', 'event', 'bulan', 'kemarin', 'dan', 'bulan', 'ini', 'bulan', 'depan', 'di', 'cancel', 'semua', 'sedih', 'tau'];covid ini kapan pergi sih padahal aku itu dapet income tiap minggu dari event orang buat acara mau wedding birthday corporate dll semua event bulan kemarin dan bulan ini bulan depan di cancel semua sedih tau
413;Terakhir tu akun nyinyirin kinerja pa Presiden sama negor para partai politik yang ga ada kontribusinya di musim covid-19 ini;-1.0;terakhir tu akun nyinyirin kinerja pa presiden sama negor para partai politik yang ga ada kontribusinya di musim covid   ini;['terakhir', 'tu', 'akun', 'nyinyirin', 'kinerja', 'pa', 'presiden', 'sama', 'negor', 'para', 'partai', 'politik', 'yang', 'ga', 'ada', 'kontribusinya', 'di', 'musim', 'covid', 'ini'];['terakhir', 'tu', 'akun', 'nyinyirin', 'kinerja', 'pa', 'presiden', 'sama', 'negor', 'para', 'partai', 'politik', 'yang', 'ga', 'ada', 'kontribusinya', 'di', 'musim', 'covid', 'ini'];terakhir tu akun nyinyirin kinerja pa presiden sama negor para partai politik yang ga ada kontribusinya di musim covid ini
414;Tapi tingkat kematian untuk yg tidak merokok karena covid-19, lima kali lebih tinggi.So.....;0.0;tapi tingkat kematian untuk yg tidak merokok karena covid   lima kali lebih tinggi so;['tapi', 'tingkat', 'kematian', 'untuk', 'yg', 'tidak', 'merokok', 'karena', 'covid', 'lima', 'kali', 'lebih', 'tinggi', 'so'];['tapi', 'tingkat', 'kematian', 'untuk', 'yg', 'tidak', 'merokok', 'karena', 'covid', 'lima', 'kali', 'lebih', 'tinggi', 'so'];tapi tingkat kematian untuk yg tidak merokok karena covid lima kali lebih tinggi so
415;semoga wabah covid-19 ini cepat berakhir. biar kehidupan bisa kembali berjalan normal dan jaga kesehatan;1.0;semoga wabah covid   ini cepat berakhir biar kehidupan bisa kembali berjalan normal dan jaga kesehatan;['semoga', 'wabah', 'covid', 'ini', 'cepat', 'berakhir', 'biar', 'kehidupan', 'bisa', 'kembali', 'berjalan', 'normal', 'dan', 'jaga', 'kesehatan'];['semoga', 'wabah', 'covid', 'ini', 'cepat', 'berakhir', 'biar', 'kehidupan', 'bisa', 'kembali', 'berjalan', 'normal', 'dan', 'jaga', 'kesehatan'];semoga wabah covid ini cepat berakhir biar kehidupan bisa kembali berjalan normal dan jaga kesehatan
416;CEGAH VIRUS CORONAMenindaklanjuti Maklumat Kapolri dan 8 Perintah Kapolri dalam rangka mencegah dan mengantisipasi penyebaran COVID-19 atau VIRUS CORONA, Polsek Banjarnegara giatkan BLP dan berikan himbauan kepada;1.0;cegah virus coronamenindaklanjuti maklumat kapolri dan   perintah kapolri dalam rangka mencegah dan mengantisipasi penyebaran covid   atau virus corona polsek banjarnegara giatkan blp dan berikan himbauan kepada;['cegah', 'virus', 'coronamenindaklanjuti', 'maklumat', 'kapolri', 'dan', 'perintah', 'kapolri', 'dalam', 'rangka', 'mencegah', 'dan', 'mengantisipasi', 'penyebaran', 'covid', 'atau', 'virus', 'corona', 'polsek', 'banjarnegara', 'giatkan', 'blp', 'dan', 'berikan', 'himbauan', 'kepada'];['cegah', 'virus', 'coronamenindaklanjuti', 'maklumat', 'kapolri', 'dan', 'perintah', 'kapolri', 'dalam', 'rangka', 'mencegah', 'dan', 'mengantisipasi', 'penyebaran', 'covid', 'atau', 'virus', 'corona', 'polsek', 'banjarnegara', 'giatkan', 'blp', 'dan', 'berikan', 'himbauan', 'kepada'];cegah virus coronamenindaklanjuti maklumat kapolri dan perintah kapolri dalam rangka mencegah dan mengantisipasi penyebaran covid atau virus corona polsek banjarnegara giatkan blp dan berikan himbauan kepada
417;Ada yg tau virus corona (covid-19) jadwal world tournya selesai kapan?;-1.0;ada yg tau virus corona covid   jadwal world tournya selesai kapan;['ada', 'yg', 'tau', 'virus', 'corona', 'covid', 'jadwal', 'world', 'tournya', 'selesai', 'kapan'];['ada', 'yg', 'tau', 'virus', 'corona', 'covid', 'jadwal', 'world', 'tournya', 'selesai', 'kapan'];ada yg tau virus corona covid jadwal world tournya selesai kapan
418;Good morning.. Semoga pandemic Covid-19 cepat berlalu tanpa banyak memakan korban.;1.0;good morning semoga pandemic covid   cepat berlalu tanpa banyak memakan korban;['good', 'morning', 'semoga', 'pandemic', 'covid', 'cepat', 'berlalu', 'tanpa', 'banyak', 'memakan', 'korban'];['good', 'morning', 'semoga', 'pandemic', 'covid', 'cepat', 'berlalu', 'tanpa', 'banyak', 'memakan', 'korban'];good morning semoga pandemic covid cepat berlalu tanpa banyak memakan korban
419;Fraksi PKB Minta Pemkab Bandung Duduk Bersama Bahas Anggaran Covid-19;1.0;fraksi pkb minta pemkab bandung duduk bersama bahas anggaran covid  ;['fraksi', 'pkb', 'minta', 'pemkab', 'bandung', 'duduk', 'bersama', 'bahas', 'anggaran', 'covid'];['fraksi', 'pkb', 'minta', 'pemkab', 'bandung', 'duduk', 'bersama', 'bahas', 'anggaran', 'covid'];fraksi pkb minta pemkab bandung duduk bersama bahas anggaran covid
420;Pemulung yg bawa karung putih ga dipedulikan, kamsudnya apa bagi2 gitu?! sebenarnya biar adil bikin program jaring pengaman sosial thdp seluruh org yg penghasilannya terdampak covid bukan hanya ke ojol aja ;1.0;pemulung yg bawa karung putih ga dipedulikan kamsudnya apa bagi gitu sebenarnya biar adil bikin program jaring pengaman sosial thdp seluruh org yg penghasilannya terdampak covid bukan hanya ke ojol aja;['pemulung', 'yg', 'bawa', 'karung', 'putih', 'ga', 'dipedulikan', 'kamsudnya', 'apa', 'bagi', 'gitu', 'sebenarnya', 'biar', 'adil', 'bikin', 'program', 'jaring', 'pengaman', 'sosial', 'thdp', 'seluruh', 'org', 'yg', 'penghasilannya', 'terdampak', 'covid', 'bukan', 'hanya', 'ke', 'ojol', 'aja'];['pemulung', 'yg', 'bawa', 'karung', 'putih', 'ga', 'dipedulikan', 'kamsudnya', 'apa', 'bagi', 'gitu', 'sebenarnya', 'biar', 'adil', 'bikin', 'program', 'jaring', 'pengaman', 'sosial', 'thdp', 'seluruh', 'org', 'yg', 'penghasilannya', 'terdampak', 'covid', 'bukan', 'hanya', 'ke', 'ojol', 'aja'];pemulung yg bawa karung putih ga dipedulikan kamsudnya apa bagi gitu sebenarnya biar adil bikin program jaring pengaman sosial thdp seluruh org yg penghasilannya terdampak covid bukan hanya ke ojol aja
421;kalo di jakarta aturan psbb, gak boleh dilayat kalo suspek/positif covid kalo bukan karna covid ada batasan 20 org.;0.0;kalo di jakarta aturan psbb gak boleh dilayat kalo suspekpositif covid kalo bukan karna covid ada batasan   org;['kalo', 'di', 'jakarta', 'aturan', 'psbb', 'gak', 'boleh', 'dilayat', 'kalo', 'suspekpositif', 'covid', 'kalo', 'bukan', 'karna', 'covid', 'ada', 'batasan', 'org'];['kalo', 'di', 'jakarta', 'aturan', 'psbb', 'gak', 'boleh', 'dilayat', 'kalo', 'suspekpositif', 'covid', 'kalo', 'bukan', 'karna', 'covid', 'ada', 'batasan', 'org'];kalo di jakarta aturan psbb gak boleh dilayat kalo suspekpositif covid kalo bukan karna covid ada batasan org
422;Kamis Putih, pembasuhan kaki 12 Murid oleh Iesus. Teladan pelayanan Tuhan thd umat manusia. Kini Tuhan sdg membasuh hati seluruh umat manusia se Jagad dgn Covid-19. Segala urusan ritual komunal dikembalikan kpd pertobatan personal manusia thd Allahnya.;0.0;kamis putih pembasuhan kaki   murid oleh iesus teladan pelayanan tuhan thd umat manusia kini tuhan sdg membasuh hati seluruh umat manusia se jagad dgn covid   segala urusan ritual komunal dikembalikan kpd pertobatan personal manusia thd allahnya;['kamis', 'putih', 'pembasuhan', 'kaki', 'murid', 'oleh', 'iesus', 'teladan', 'pelayanan', 'tuhan', 'thd', 'umat', 'manusia', 'kini', 'tuhan', 'sdg', 'membasuh', 'hati', 'seluruh', 'umat', 'manusia', 'se', 'jagad', 'dgn', 'covid', 'segala', 'urusan', 'ritual', 'komunal', 'dikembalikan', 'kpd', 'pertobatan', 'personal', 'manusia', 'thd', 'allahnya'];['kamis', 'putih', 'pembasuhan', 'kaki', 'murid', 'oleh', 'iesus', 'teladan', 'pelayanan', 'tuhan', 'thd', 'umat', 'manusia', 'kini', 'tuhan', 'sdg', 'membasuh', 'hati', 'seluruh', 'umat', 'manusia', 'se', 'jagad', 'dgn', 'covid', 'segala', 'urusan', 'ritual', 'komunal', 'dikembalikan', 'kpd', 'pertobatan', 'personal', 'manusia', 'thd', 'allahnya'];kamis putih pembasuhan kaki murid oleh iesus teladan pelayanan tuhan thd umat manusia kini tuhan sdg membasuh hati seluruh umat manusia se jagad dgn covid segala urusan ritual komunal dikembalikan kpd pertobatan personal manusia thd allahnya
423;Suwun MbakMugo2 Idrekan ttp bertahan ditengah badai Covid 19;1.0;suwun mbakmugo idrekan ttp bertahan ditengah badai covid  ;['suwun', 'mbakmugo', 'idrekan', 'ttp', 'bertahan', 'ditengah', 'badai', 'covid'];['suwun', 'mbakmugo', 'idrekan', 'ttp', 'bertahan', 'ditengah', 'badai', 'covid'];suwun mbakmugo idrekan ttp bertahan ditengah badai covid
424;orang2 yg nolak jenazah PDP atau positif Covid-19 bukan cuma ga punya otak karena goblobanget, tapi juga ga punya hati wtf aku benci banget;-1.0;orang yg nolak jenazah pdp atau positif covid   bukan cuma ga punya otak karena goblobanget tapi juga ga punya hati wtf aku benci banget;['orang', 'yg', 'nolak', 'jenazah', 'pdp', 'atau', 'positif', 'covid', 'bukan', 'cuma', 'ga', 'punya', 'otak', 'karena', 'goblobanget', 'tapi', 'juga', 'ga', 'punya', 'hati', 'wtf', 'aku', 'benci', 'banget'];['orang', 'yg', 'nolak', 'jenazah', 'pdp', 'atau', 'positif', 'covid', 'bukan', 'cuma', 'ga', 'punya', 'otak', 'karena', 'goblobanget', 'tapi', 'juga', 'ga', 'punya', 'hati', 'wtf', 'aku', 'benci', 'banget'];orang yg nolak jenazah pdp atau positif covid bukan cuma ga punya otak karena goblobanget tapi juga ga punya hati wtf aku benci banget
425;Covid-19: Menuliskan Sejarah Kemanusiaan Indonesia Baru ;0.0;covid   menuliskan sejarah kemanusiaan indonesia baru;['covid', 'menuliskan', 'sejarah', 'kemanusiaan', 'indonesia', 'baru'];['covid', 'menuliskan', 'sejarah', 'kemanusiaan', 'indonesia', 'baru'];covid menuliskan sejarah kemanusiaan indonesia baru
426;ada banyak perawat yg harus diisolasi karna pasien tdk jujur saat anamnesis, ada juga yg akhirnya positif covid-19 dan meninggaludah meninggal pun masih harus dijahatin juga;0.0;ada banyak perawat yg harus diisolasi karna pasien tdk jujur saat anamnesis ada juga yg akhirnya positif covid   dan meninggaludah meninggal pun masih harus dijahatin juga;['ada', 'banyak', 'perawat', 'yg', 'harus', 'diisolasi', 'karna', 'pasien', 'tdk', 'jujur', 'saat', 'anamnesis', 'ada', 'juga', 'yg', 'akhirnya', 'positif', 'covid', 'dan', 'meninggaludah', 'meninggal', 'pun', 'masih', 'harus', 'dijahatin', 'juga'];['ada', 'banyak', 'perawat', 'yg', 'harus', 'diisolasi', 'karna', 'pasien', 'tdk', 'jujur', 'saat', 'anamnesis', 'ada', 'juga', 'yg', 'akhirnya', 'positif', 'covid', 'dan', 'meninggaludah', 'meninggal', 'pun', 'masih', 'harus', 'dijahatin', 'juga'];ada banyak perawat yg harus diisolasi karna pasien tdk jujur saat anamnesis ada juga yg akhirnya positif covid dan meninggaludah meninggal pun masih harus dijahatin juga
427;"Ada 15 cara memyuruh Covid-19 segera akan pergi ; 3. Jaga ucapan, makanan, dan pendengaran. Bukankah masker Covid-19 telah mendidik kita menutup mulut, lidah, telinga dan hidung?";1.0;ada   cara memyuruh covid   segera akan pergi   jaga ucapan makanan dan pendengaran bukankah masker covid   telah mendidik kita menutup mulut lidah telinga dan hidung;['ada', 'cara', 'memyuruh', 'covid', 'segera', 'akan', 'pergi', 'jaga', 'ucapan', 'makanan', 'dan', 'pendengaran', 'bukankah', 'masker', 'covid', 'telah', 'mendidik', 'kita', 'menutup', 'mulut', 'lidah', 'telinga', 'dan', 'hidung'];['ada', 'cara', 'memyuruh', 'covid', 'segera', 'akan', 'pergi', 'jaga', 'ucapan', 'makanan', 'dan', 'pendengaran', 'bukankah', 'masker', 'covid', 'telah', 'mendidik', 'kita', 'menutup', 'mulut', 'lidah', 'telinga', 'dan', 'hidung'];ada cara memyuruh covid segera akan pergi jaga ucapan makanan dan pendengaran bukankah masker covid telah mendidik kita menutup mulut lidah telinga dan hidung
428;Meninggalnya karena covid apa gimana nder;0.0;meninggalnya karena covid apa gimana nder;['meninggalnya', 'karena', 'covid', 'apa', 'gimana', 'nder'];['meninggalnya', 'karena', 'covid', 'apa', 'gimana', 'nder'];meninggalnya karena covid apa gimana nder
429;Tindakan nyata untuk membantu masyarakat paling terdampak covid-19 yg dilakukan Pak Mensos Adalah Kebijakan Jitu;1.0;tindakan nyata untuk membantu masyarakat paling terdampak covid   yg dilakukan pak mensos adalah kebijakan jitu;['tindakan', 'nyata', 'untuk', 'membantu', 'masyarakat', 'paling', 'terdampak', 'covid', 'yg', 'dilakukan', 'pak', 'mensos', 'adalah', 'kebijakan', 'jitu'];['tindakan', 'nyata', 'untuk', 'membantu', 'masyarakat', 'paling', 'terdampak', 'covid', 'yg', 'dilakukan', 'pak', 'mensos', 'adalah', 'kebijakan', 'jitu'];tindakan nyata untuk membantu masyarakat paling terdampak covid yg dilakukan pak mensos adalah kebijakan jitu
430;salam dari jakarta iya mas. baiklah mas. stay safe iya mohon bebas dari covid 19;1.0;salam dari jakarta iya mas baiklah mas stay safe iya mohon bebas dari covid  ;['salam', 'dari', 'jakarta', 'iya', 'mas', 'baiklah', 'mas', 'stay', 'safe', 'iya', 'mohon', 'bebas', 'dari', 'covid'];['salam', 'dari', 'jakarta', 'iya', 'mas', 'baiklah', 'mas', 'stay', 'safe', 'iya', 'mohon', 'bebas', 'dari', 'covid'];salam dari jakarta iya mas baiklah mas stay safe iya mohon bebas dari covid
431;Untuk perpanjang yg masa berlakunya sudah habis dr tanggal 29 maret s/d april akibat covid 19 itu di tunda dan akan di mulai kembali setelah tgl 29 mei, mohon info'a admin, makasih;1.0;untuk perpanjang yg masa berlakunya sudah habis dr tanggal   maret april akibat covid   itu di tunda dan akan di mulai kembali setelah tgl   mei mohon info admin makasih;['untuk', 'perpanjang', 'yg', 'masa', 'berlakunya', 'sudah', 'habis', 'dr', 'tanggal', 'maret', 'april', 'akibat', 'covid', 'itu', 'di', 'tunda', 'dan', 'akan', 'di', 'mulai', 'kembali', 'setelah', 'tgl', 'mei', 'mohon', 'info', 'admin', 'makasih'];['untuk', 'perpanjang', 'yg', 'masa', 'berlakunya', 'sudah', 'habis', 'dr', 'tanggal', 'maret', 'april', 'akibat', 'covid', 'itu', 'di', 'tunda', 'dan', 'akan', 'di', 'mulai', 'kembali', 'setelah', 'tgl', 'mei', 'mohon', 'info', 'admin', 'makasih'];untuk perpanjang yg masa berlakunya sudah habis dr tanggal maret april akibat covid itu di tunda dan akan di mulai kembali setelah tgl mei mohon info admin makasih
432;Kalau yg pernah terinfeksi covid diberikan stempel apalagi dgn RFID Sebuah diskriminasi, Potensi kambuh..Masalah kesehatanAtau paru2 rusak..Asal jgn kayak bourne identity chip*stay safe & healthy;1.0;kalau yg pernah terinfeksi covid diberikan stempel apalagi dgn rfid sebuah diskriminasi potensi kambuh masalah kesehatanatau paru rusak asal jgn kayak bourne identity chipstay safe healthy;['kalau', 'yg', 'pernah', 'terinfeksi', 'covid', 'diberikan', 'stempel', 'apalagi', 'dgn', 'rfid', 'sebuah', 'diskriminasi', 'potensi', 'kambuh', 'masalah', 'kesehatanatau', 'paru', 'rusak', 'asal', 'jgn', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy'];['kalau', 'yg', 'pernah', 'terinfeksi', 'covid', 'diberikan', 'stempel', 'apalagi', 'dgn', 'rfid', 'sebuah', 'diskriminasi', 'potensi', 'kambuh', 'masalah', 'kesehatanatau', 'paru', 'rusak', 'asal', 'jgn', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy'];kalau yg pernah terinfeksi covid diberikan stempel apalagi dgn rfid sebuah diskriminasi potensi kambuh masalah kesehatanatau paru rusak asal jgn kayak bourne identity chipstay safe healthy
433;kita bisa lawan covid 19. yuk fokus sj. hilangkan kegaduhan kepentingan!!;1.0;kita bisa lawan covid   yuk fokus sj hilangkan kegaduhan kepentingan;['kita', 'bisa', 'lawan', 'covid', 'yuk', 'fokus', 'sj', 'hilangkan', 'kegaduhan', 'kepentingan'];['kita', 'bisa', 'lawan', 'covid', 'yuk', 'fokus', 'sj', 'hilangkan', 'kegaduhan', 'kepentingan'];kita bisa lawan covid yuk fokus sj hilangkan kegaduhan kepentingan
434;Cepat membaik bumiku. Aku tau mungkin kau lelah kali ini, menghadapi banyak tingkah manusia yg tak karuan.kali ini ku panjatkan doa untukmu agar marahmu lekas mereda,usirlah teman covid mu itu segera. sungguh aku benci melihatnya disini. mari kita berteman lagi seperti sedia kala;1.0;cepat membaik bumiku aku tau mungkin kau lelah kali ini menghadapi banyak tingkah manusia yg tak karuan kali ini ku panjatkan doa untukmu agar marahmu lekas mereda usirlah teman covid mu itu segera sungguh aku benci melihatnya disini mari kita berteman lagi seperti sedia kala;['cepat', 'membaik', 'bumiku', 'aku', 'tau', 'mungkin', 'kau', 'lelah', 'kali', 'ini', 'menghadapi', 'banyak', 'tingkah', 'manusia', 'yg', 'tak', 'karuan', 'kali', 'ini', 'ku', 'panjatkan', 'doa', 'untukmu', 'agar', 'marahmu', 'lekas', 'mereda', 'usirlah', 'teman', 'covid', 'mu', 'itu', 'segera', 'sungguh', 'aku', 'benci', 'melihatnya', 'disini', 'mari', 'kita', 'berteman', 'lagi', 'seperti', 'sedia', 'kala'];['cepat', 'membaik', 'bumiku', 'aku', 'tau', 'mungkin', 'kau', 'lelah', 'kali', 'ini', 'menghadapi', 'banyak', 'tingkah', 'manusia', 'yg', 'tak', 'karuan', 'kali', 'ini', 'ku', 'panjatkan', 'doa', 'untukmu', 'agar', 'marahmu', 'lekas', 'mereda', 'usirlah', 'teman', 'covid', 'mu', 'itu', 'segera', 'sungguh', 'aku', 'benci', 'melihatnya', 'disini', 'mari', 'kita', 'berteman', 'lagi', 'seperti', 'sedia', 'kala'];cepat membaik bumiku aku tau mungkin kau lelah kali ini menghadapi banyak tingkah manusia yg tak karuan kali ini ku panjatkan doa untukmu agar marahmu lekas mereda usirlah teman covid mu itu segera sungguh aku benci melihatnya disini mari kita berteman lagi seperti sedia kala
435;Dari lubuk hati yang paling dalam saya juga berharap ini lancar, agar mata rantai covid 19 bisa putus, krisis segera berlalu, dan roda ekonomi kembali berputar.;1.0;dari lubuk hati yang paling dalam saya juga berharap ini lancar agar mata rantai covid   bisa putus krisis segera berlalu dan roda ekonomi kembali berputar;['dari', 'lubuk', 'hati', 'yang', 'paling', 'dalam', 'saya', 'juga', 'berharap', 'ini', 'lancar', 'agar', 'mata', 'rantai', 'covid', 'bisa', 'putus', 'krisis', 'segera', 'berlalu', 'dan', 'roda', 'ekonomi', 'kembali', 'berputar'];['dari', 'lubuk', 'hati', 'yang', 'paling', 'dalam', 'saya', 'juga', 'berharap', 'ini', 'lancar', 'agar', 'mata', 'rantai', 'covid', 'bisa', 'putus', 'krisis', 'segera', 'berlalu', 'dan', 'roda', 'ekonomi', 'kembali', 'berputar'];dari lubuk hati yang paling dalam saya juga berharap ini lancar agar mata rantai covid bisa putus krisis segera berlalu dan roda ekonomi kembali berputar
436;Pergub DKI Jakarta 33 2020 tentang Pelaksanaan PSBB dalam Penanganan Covid-19 di Provinsi DKI Jakarta;0.0;pergub dki jakarta     tentang pelaksanaan psbb dalam penanganan covid   di provinsi dki jakarta;['pergub', 'dki', 'jakarta', 'tentang', 'pelaksanaan', 'psbb', 'dalam', 'penanganan', 'covid', 'di', 'provinsi', 'dki', 'jakarta'];['pergub', 'dki', 'jakarta', 'tentang', 'pelaksanaan', 'psbb', 'dalam', 'penanganan', 'covid', 'di', 'provinsi', 'dki', 'jakarta'];pergub dki jakarta tentang pelaksanaan psbb dalam penanganan covid di provinsi dki jakarta
