,TIDAK BAKU,BAKU
10421,ngooaahahaa,haha
10422,nhaha,haha
10423,nhahaha,haha
10424,nhahahaha,haha
10425,nngahahahaha,haha
10426,nngiahahaha,haha
10427,nhaji,haji
10428,nhalo,halo
10429,nhancur,hancur
10430,nhp,handphone
10431,nhanya,hanya
10432,nharga,harga
10433,nhari,hari
10434,nharus,harus
10435,nhrs,harus
10436,nkudu,harus
10437,nhasilnya,hasilnya
10438,nhassle,hassle
10439,nhati2,hati hati
10440,nhatiku,hatiku
10441,nhe,he
10442,nheath,heath
10443,nhehe,hehe
10444,nheheh,hehe
10445,nhmm,hem
10446,nhendardi,hendardi
10447,nherba,herba
10448,nhidup,hidup
10449,nhijab,hijab
10450,nhilang,hilang
10451,nhimmler,himmler
10452,nhina,hina
10453,nhindu,hindu
10454,nhaihh,his
10455,nhiks,his
10456,nhonda,honda
10457,nhongkong,hongkong
10458,nhubungan,hubungan
10459,nhuft,huft
10460,nhumanit,humanit
10461,niblis,iblis
10462,nidiot,idiot
10463,niyuh,ih
10464,nikut,ikut
10465,nimpor,impor
10466,nindie,indie
10467,nindo,indonesia
10468,ninfrstruktur,infrastruktur
10469,ningat,ingat
10470,ninggris,inggris
10471,ngin,ingin
10472,ningin,ingin
10473,npengen,ingin
10474,ninidaritadi,ini dari tadi
10475,ninilah,inilah
10476,ninnalillah,innalillah
10477,nintinya,intinya
10478,nislam,islam
10479,nistighfar,istigfar
10480,nistilah,istilah
10481,nitu,itu
10482,nntu,itu
10483,noh,itu
10484,nitulah,itulah
10485,nggih,iya
10486,niya,iya
10487,niyain,iyakan
10488,njadi,jadi
10489,njd,jadi
10490,njdi,jadi
10491,njahat,jahat
10492,njaka,jaka
10493,njalan,jalan
10494,njames,james
10495,njamu,jamu
10496,njancuk,jancuk
10497,njangan,jangan
10498,njgn,jangan
10499,njngn,jangan
10500,njangan2,jangan jangan
10501,njangankan,jangankan
10502,njanganlah,janganlah
10503,njaancuuk,janjuk
10504,njarah,jarah
10505,njarang,jarang
10506,njaringan,jaringan
10507,njauh,jauh
10508,njejaku,jejakku
10509,njika,jika
10510,njilat,jilat
10511,njin,jin
10512,njlentrek,jlentrek
10513,njokowi,jokowi
10514,njolodong,jolodong
10515,njual,jual
10516,njuara,juara
10517,njudulnya,judulnya
10518,njamping,jumping
10519,njunior,junior
10520,nkaca,kaca
10521,nkacung,kacung
10522,nkadang,kadang
10523,nkak,kakak
10524,nkalahe,kalahnya
10525,nkalajengkin,kalajengking
10526,nkalau,kalau
10527,nkalo,kalau
10528,nklau,kalau
10529,nklo,kalau
10530,nklu,kalau
10531,nklw,kalau
10532,nkalopun,kalaupun
10533,nkaleng,kaleng
10534,nkalian,kalian
10535,nkalianlah,kalianlah
10536,nkami,kami
10537,nkmi,kami
10538,nkamis,kamis
10539,nkampret,kampret
10540,nkampung,kampung
10541,nkampungan,kampungan
10542,nkampus,kampus
10543,nkampus2,kampus kampus
10544,nkamu,kamu
10545,nkmu,kamu
10546,nkoe,kamu
10547,nlu,kamu
10548,nkan,kan
10549,nkandang,kandang
10550,ngents,kangen
10551,nkapan,kapan
10552,nkpk,kapok
10553,nkapur,kapur
10554,nkarena,karena
10555,nkarenaa,karena
10556,nkarna,karena
10557,nkrn,karena
10558,nkasih,kasih
10559,nkata,kata
10560,nkatholik,katolik
10561,nkao,kau
10562,nkau,kau
10563,nkaum,kaum
10564,nkaya,kaya
10565,nkayak,kayak
10566,nkek,kayak
10567,nkayaknya,kayaknya
10568,nke,ke
10569,nkeluar,ke luar
10570,nkluar,ke luar
10571,nkearifan,kearifan
10572,nkakean,kebanyakan
10573,nkecuali,kecuali
10574,nkeduanya,keduanya
10575,nkeela,keela
10576,nkehabisan,kehabisan
10577,nkeimanan,keimanan
10578,nkeith,keith
10579,nkejam,kejam
10580,nkekufuran,kekufuran
10581,nkelakuan,kelakuan
10582,nkelakuanmu,kelakuanmu
10583,nkelas,kelas
10584,nkaton,kelihatan
10585,nkelompok,kelompok
10586,nkeluaran,keluaran
10587,nkemaren,kemarin
10588,nkemarin,kemarin
10589,nkmrm,kemarin
10590,nkementerian,kementerian
10591,nkemungkinan,kemungkinan
10592,ngopo,kenapa
10593,nknp,kenapa
10594,nknpa,kenapa
10595,npa,kenapa
10596,nkentutnya,kentutnya
10597,nkepada,kepada
10598,nkepala,kepala
10599,nkpl,kepala
10600,nkepala8,kepala 8
10601,nkeparat,keparat
10602,nkpentingan,kepentingan
10603,nkepercayaan,kepercayaan
10604,nkeren,keren
10605,nkerja3x,kerja kerja kerja
10606,nketakutan,ketakutan
10607,nketika,ketika
10608,nketololan,ketololan
10609,nketua,ketua
10610,nketurunan,keturunan
10611,nkiara,kiara
10612,nkidung,kidung
10613,nkirain,kirain
10614,nkish,kish
10615,nkita,kita
10616,nkitanya,kitanya
10617,nklop,klop
10618,nkok,kok
10619,nkomen,komen
10620,nkomentar,komentar
10621,nkomunis,komunis
10622,nkntl,kontol
10623,nkontrak,kontrak
10624,nkop,kop
10625,nkop1,kopi
10626,nkorban,korban
10627,nkorupsi,korupsi
10628,nkoruptor,koruptor
10629,nkristen,kristen
10630,nkritik,kritik
10631,nku,ku
10632,nkualitasnya,kualitasnya
10633,nkulit,kulit
10634,nkuning,kuning
10635,ngocol,kurang ajar
10636,nlagi,lagi
10637,nlg,lagi
10638,nlgi,lagi
10639,nlah,lah
10640,nlha,lah
10641,nlahir,lahir
10642,nlaki,laki
10643,nlalu,lalu
10644,nlambat,lambat
10645,nlanjut,lanjut
10646,nlol,laugh out loud
10647,nlebih,lebih
10648,nlembaran,lembaran
10649,nlemparin,lemparkan
10650,nlet,let
10651,nlgbt,lgbt
10652,nliberal,liberal
10653,nlintah,lintah
10654,nlips,lips
10655,nlistrik,listrik
10656,nlo,lo
10657,nlogikaku,logikaku
10658,nlogikanya,logikanya
10659,nlong,long
10660,nlow,low
10661,nmaaf,maaf
10662,nmaap,maaf
10663,nnb,maaf baru balas
10664,nmabuk,mabuk
10665,nmacau,macau
10666,nmain,main
10667,nmaju,maju
10668,nmak,mak
10669,nmaka,maka
10670,nmakan,makan
10671,nmakane,makanya
10672,nmakanya,makanya
10673,nmaki,maki
10674,nmakin,makin
10675,nmaksud,maksud
10676,nmkst,maksud
10677,nmaksudnya,maksudnya
10678,nmksdnya,maksudnya
10679,nmalah,malah
10680,nmlh,malah
10681,nr,malam romantis
10682,nmalu,malu
10683,nmama,mama
10684,nmami,mami
10685,nmampus,mampus
10686,nmampuss,mampus
10687,nmana,mana
10688,nmandela,mandela
10689,nmantap,mantap
10690,nmantrraaf,mantap
10691,nmanusia,manusia
10692,ngegas,marah
10693,nngegas,marah
10694,nmarga,marga
10695,nmarie,marie
10696,nmasa,masa
10697,nmadesu,masa depan suram
10698,nmasa2,masa masa
10699,nmasalah,masalah
10700,nmasalahnya,masalahnya
10701,nmasih,masih
10702,nmasuk,masuk
10703,nmasuknya,masuknya
10704,nmata,mata
10705,nmatamu,matamu
10706,nmatane,matanya
10707,nmati,mati
10708,nmau,mau
10709,nmaw,mau
10710,nmo,mau
10711,nmw,mau
10712,nmawar,mawar
10713,nmayoritas,mayoritas
10714,nme,me
10715,nmeeting,meeting
10716,ngeladeni,meladeni
10717,ngeladenin,meladeni
10718,ngladeni,meladeni
10719,ngelakui,melakukan
10720,ngelancarin,melancarkan
10721,ngelanggar,melanggar
10722,ngelantur,melantur
10723,ngelatur,melantur
10724,ngelayanin,melayani
10725,nmelayu,melayu
10726,ngelebarin,melebarkan
10727,ngeledekin,meledeki
10728,ngledekin,meledeki
10729,nmelek,melek
10730,nmelihat,melihat
10731,ngeliatnye,melihatnya
10732,ngliatnya,melihatnya
10733,ngelidur,melindur
10734,ngelolosin,meloloskan
10735,ngetiktok,memainkan tik tok
10736,nmake,memakai
10737,nmemang,memang
10738,ngepatenin,mematenkan
10739,ngebacanya,membacanya
10740,ngeshare,membagikan
10741,ngebahas,membahas
10742,ngebaik,membaik
10743,ngebandingin,membandingkan
10744,ngebangkang,membangkang
10745,ngebantai,membantai
10746,ngebatalin,membatalkan
10747,nggowo,membawa
10748,nmembawa,membawa
10749,ngebayang,membayang
10750,ngebayangin,membayangkan
10751,nmembela,membela
10752,ngebelai,membelai
10753,ngebenerin,membenarkan
10754,ngide,memberi ide
10755,ngobrolin,membicarakan
10756,ngomonginnya,membicarakan
10757,ngebodohin,membodohi
10758,ngebuang,membuang
10759,ngebunuh,membunuh
10760,nmeme,meme
10761,nmemek,memek
10762,nmikirin,memikirkan
10763,ngebagus2in,memperbagus
10764,nmemperhatikan,memperhatikan
10765,nmempunyai,mempunyai
10766,ngetag,menandai
10767,nnangis,menangis
10768,ngedance,menari
10769,nmenarilah,menarilah
10770,ngedancenya,menarinya
10771,nnyaleg,mencalonkan legislatif
10772,ngeblend,mencampur
10773,nnyari,mencari
10774,nmencatat,mencatat
10775,nmencerca,mencerca
10776,ngecopros,mencerocos
10777,ngeprint,mencetak
10778,nmendalami,mendalami
10779,ngedeketin,mendekati
10780,nmendengar,mendengar
10781,ngediemin,mendiamkan
10782,nmending,mending
10783,nmnding,mending
10784,ngedorong,mendorong
10785,ngekick,menendang
10786,ngefansnya,mengagumi
10787,nguakak,mengakak
10788,nmengaku,mengaku
10789,nngaku,mengaku
10790,nmengapa,mengapa
10791,ngeblock,mengeblok
10792,ngeblok,mengeblok
10793,ngebom,mengebom
10794,ngecam,mengecam
10795,ngecap,mengecap
10796,ngecekin,mengecek
10797,nngecek,mengecek
10798,ngedip,mengedip
10799,ngegolin,mengegolkan
10800,ngejer,mengejar
10801,ngejek,mengejek
10802,ngelap,mengelap
10803,ngelola,mengelola
10804,ngeluhnya,mengeluhnya
10805,ngelus2,mengelus elus
10806,ngembalikan,mengembalikan
10807,ngembang,mengembang
10808,ngemis,mengemis
10809,ngemot,mengemut
10810,ngemut,mengemut
10811,ngenal,mengenal
10812,ngenes,mengenaskan
10813,ngepal,mengepal
10814,ngeper,mengeper
10815,ngepret,mengeprek
10816,ngerem,mengerem
10817,ngerih,mengerikan
10818,nngerjain,mengerjakan
10819,ngerokin,mengerok
10820,ngeroyok,mengeroyok
10821,ngert,mengerti
10822,ngerto,mengerti
10823,ngertikan,mengertikan
10824,ngertilah,mengertilah
10825,ngertinya,mengertinya
10826,ngeteh,mengeteh
10827,ngetes,mengetes
10828,nngetik,mengetik
10829,ngetren,mengetren
10830,ngetok,mengetuk
10831,ngetok2,mengetuk
10832,ngeyel,mengeyel
10833,ngegabungin,menggabungkan
10834,ngganti,mengganti
10835,nggantiin,menggantikan
10836,ngemesin,menggemaskan
10837,nggilani,menggilakan
10838,ngegodain,menggodai
10839,nggonggong,menggonggong
10840,ngehamilin,menghamili
10841,ngehargain,menghargai
10842,ngregani,menghargai
10843,ngidupin,menghidupi
10844,ngehinanya,menghinanya
10845,ngitungnya,menghitungnya
10846,ngibulnya,mengibulnya
10847,ngigau,mengigau
10848,ngiklanin,mengiklankan
10849,ngikut,mengikut
10850,nmengikuti,mengikuti
10851,ngefollowback,mengikuti balik
10852,ngiler,mengiler
10853,ngeimajinasiin,mengimajinasikan
10854,ngimpor,mengimpor
10855,nginden,menginden
10856,nginjak,menginjak
10857,ngintipin,mengintip
10858,ngira,mengira
10859,ngiranya,mengiranya
10860,ngesend,mengirim
10861,ngedm,mengirim pesan
10862,ngisep,mengisap
10863,ngisi,mengisi
10864,ngritik,mengkritik
10865,ngobarkan,mengobarkan
10866,ngobrolnya,mengobrolnya
10867,ngocokin,mengocok
10868,ngecodein,mengodei
10869,ngomonv,mengomong
10870,nngomong,mengomong
10871,nngomongin,mengomongkan
10872,ngomporin,mengompori
10873,ngupii,mengopi
10874,ngopibarengfahri,mengopi bareng fahri
10875,ngopilaah,mengopilah
10876,ngopinya,mengopinya
10877,ngoroknya,mengoroknya
10878,ngotot,mengotot
10879,ngotot‚,mengotot
10880,ngoyak,mengoyak
10881,nguap,menguap
10882,ngukur,mengukur
10883,ngulang,mengulang
10884,ngumpet,mengumpet
10885,ngumpet2,mengumpet
10886,ngumpulin,mengumpulkan
10887,nguci,mengunci
10888,nguntungin,menguntungkan
10889,ngupas,mengupas
10890,ngurusi,mengurusi
10891,ngurut,mengurut
10892,ngorak,mengusir
10893,ngutangi,mengutangi
10894,nikahkan,menikahkan
10895,nilep,menilap
10896,ninggalkan,meninggalkan
10897,nipu,menipu
10898,nistakan,menistakan
10899,nitip,menitip
10900,nitipin,menitipkan
10901,ngejadiin,menjadikan
10902,ngejaga,menjaga
10903,ngejahit,menjahit
10904,ngejauh,menjauh
10905,ngejauhin,menjauhi
10906,nmenjelang,menjelang
10907,ngejelekin,menjelekkan
10908,njelekkan,menjelekkan
10909,ngejijikin,menjijikkan
10910,ngejorokin,menjorokkan
10911,nongolnya,menongolnya
10912,nojok,menonjok
10913,nonjok,menonjok
10914,nntonin,menonton
10915,nongton,menonton
10916,ngebokep,menonton bokep
10917,nontonbokep,menonton bokep
10918,nmentah,mentah
10919,nmental,mental
10920,nmenteri,menteri
10921,ngetawain,mentertawakan
10922,nmentioned,mentioned
10923,nmentolo,mentolo
10924,ngetuit,mentwit
10925,ngetwit,mentwit
10926,ngetwitt,mentwit
10927,ngtweet,mentwit
10928,ngijolno,menukarkan
10929,nnumpang,menumpang
10930,nnjuk,menunjuk
10931,ngedown,menurun
10932,nnutupin,menutupi
10933,nmenyalahkan,menyalahkan
10934,nnyembah,menyembah
10935,nmenyembelih,menyembelih
10936,nmenyenangkan,menyenangkan
10937,nnyerah,menyerah
10938,nnyuap,menyuap
10939,ngelike,menyukai
10940,nmerah,merah
10941,ngerajut,merajut
10942,ngerakit,merakit
10943,ngerangkap,merangkap
10944,nmerapatlah,merapatlah
10945,nmeratapi,meratapi
10946,ngerawat,merawat
10947,ngerayu,merayu
10948,nmereka,mereka
10949,nmrk,mereka
10951,ngerettwet,meretweet
10952,ngrogoh,merogoh
10953,ngeroket,meroket
10954,ngeroko,merokok
10955,ngrokok,merokok
10956,ngerugiin,merugikan
10957,ngerumpi,merumpi
10958,ngerusak,merusak
10959,ngrusuhin,merusuhi
10960,nmeski,meski
10961,nmesti,mesti
10962,ngewakilin,mewakili
10963,nmikir,mikir
10964,nmilea,milea
10965,nminat,minat
10966,nminta,minat
10967,nminggu,minggu
10968,ninus,minus
10969,nminyak,minyak
10970,nmirip,mirip
10971,nmiris,miris
10972,nmiskin,miskin
10973,nmisqeen,miskin
10974,nmiskom,miskomunikasi
10975,nmistik,mistik
10976,nmodar,modar
10977,nmohon,mohon
10978,nmother,mother
10979,nmudah,mudah
10980,nmudah2an,mudah mudahan
10981,nmula2,mula mula
10982,nmulut,mulut
10983,nmulutmu,mulutmu
10984,nmulutnya,mulutnya
10985,nmunafik,munafik
10986,nmunawar,munawar
10987,nmungkin,mungkin
10988,nmusik,musik
10989,nmuslim,muslim
10990,nnagita,nagita
10991,nnah,nah
10992,nnaha,naha
10993,nnaek,naik
10994,nnaik,naik
10995,nnajis,najis
10996,nnama,nama
10997,nnamanya,namanya
10998,nmun,namun
10999,nnamun,namun
11000,nnanti,nanti
11001,nk,natural killer
11002,nndasmu,ndasmu
11003,nkri,negara kesatuan republik indonesia
11004,nkri‚,negara kesatuan republik indonesia
11005,nnkri,negara kesatuan republik indonesia
11006,nkritanahpribumi,negara kesatuan republik indonesia tanah pribumi
11007,nnegara2,negara negara
11008,nneo,neo
11009,nneomu,neomu
11010,ngn,next generation network
11011,nngakak,ngakak
11012,ngpain,ngapain
11013,ngpn,ngapain
11014,nngapain,ngapain
11015,ngegoblogan,ngegoblokin
11016,ngehe,ngehek
11017,ngentad,ngentot
11018,ngentat,ngentot
11019,ngentod,ngentot
11020,ngentotin,ngentot
11021,ngentoto,ngentot
11022,ngentott,ngentot
11023,nngentot,ngentot
11024,ngentotabg,ngentot anak baru gede
11025,ngentothijab,ngentot orang berhijab
11026,ngerep,ngerap
11027,ngerappnya,ngerapnya
11028,nngerii,ngeri
11029,ngeue,ngewe
11030,nngelu,ngilu
11031,nngilu,ngilu
11032,niaspilihdjoss,nias pilih djarot sihar
11033,niiy,nih
11034,nkh,nikah
11035,nnikahannya,nikahannya
11036,nikitakru‚,nikita
11037,nikitakruschev,nikita
11038,nikitamirzani,nikita mirzani
11039,niikmat,nikmat
11040,niqmat,nikmat
11041,nikmati,nikmati
11042,nnimdle,nimdle
11043,nnio,nio
11044,nisanjinan,nisan jinan
11045,nnista,nista
11046,noo,no
11047,nobel,nobel
11048,nohhai,noh hai
11049,nominalnya,nominalnya
11050,nnmor,nomor
11051,nomor2koruptor,nomor dua koruptor
11052,nid,nomor identitas
11053,nim,nomor induk mahasiswa
11054,nis,nomor induk siswa
11055,no1,nomor satu
11056,no3jabarasyik,nomor tiga jawa barat asyik
11057,nomornya,nomornya
11058,nnon,non
11059,noona,nona
11060,nonaktifin,nonaktifkan
11061,nongkrongi,nongkrong
11062,nonkrong,nongkrong
11063,nnor,nor
11064,nora,norak
11065,noraa,norak
11066,norak2,norak norak
11067,norma2,norma norma
11068,nos‚,nos
11069,notabane,notabene
11070,notif,notifikasi
11071,novelalana,novel alana
11072,nnow,now
11073,nowpepatahpetitih,now petatah petitih
11074,noer,nur
11075,noerdin,nurdin
11076,nnusantara,nusantara
11077,nnyatanya,nyatanya
11078,nhoalaah,oalah
11079,nok,oke
11080,noke,oke
11081,noks,oke
11082,nombudsman,ombudsman
11083,nomonganmu,omonganmu
11084,ngomongmu,omongmu
11085,nonta,onta
11086,noracle,oracle
11087,norang,orang
11088,norg,orang
11089,norgil,orang gila
11090,norang2,orang orang
11091,nortodox,ortodoks
11092,notak,otak
11093,notaknya,otaknya
11094,noverseas,overseas
11095,npada,pada
11096,npadahal,padahal
11097,npdhal,padahal
11098,npdhl,padahal
11099,npagi2,pagi pagi
11100,npaham,paham
11101,npajak,pajak
11102,npak,pak
11103,npakai,pakai
11104,npakew,pakai
11105,npaling2,paling paling
11106,npalingan,palingan
11107,npandai,pandai
11108,npandangan,pandangan
11109,npanik,panik
11110,npansos,panjat sosial
11111,npanji,panji
11112,npantes,pantas
11113,npantesan,pantas
11114,npapa,papa
11115,nparah,parah
11116,nparlimen,parlemen
11117,npartai,partai
11118,npdip,partai demokrasi indonesia perjuangan
11119,npks,partai keadilan sejahtera
11120,nparpol,partai politik
11121,npas,pas
11122,npasangan,pasangan
11123,npasar,pasar
11124,npaspor,paspor
11125,npasti,pasti
11126,npastilah,pastilah
11127,npayah,payah
11128,npecun,pecun
11129,nperduli,peduli
11130,npegangannya,pegangannya
11131,npegawai,pegawai
11132,npekok,pekok
11133,npelaku,pelaku
11134,npembatasan,pembatasan
11135,npembela,pembela
11136,npbrantasan,pemberantasan
11137,npemecah,pemecah
11138,npemerintah,pemerintah
11139,npemilik,pemilik
11140,npemimpin,pemimpin
11141,npenderitaannya,penderitaannya
11142,npengaruh,pengaruh
11143,npengetahuan,pengetahuan
11144,npenghina,penghina
11145,npengusaha,pengusaha
11146,npenjilat,penjilat
11147,npenolong,penolong
11148,nperan,peran
11149,npercayalah,percayalah
11150,npercuma,percuma
11151,npergi,pergi
11152,nperkara,perkara
11153,nperlu,perlu
11154,npernah,pernah
11155,npersib,persib
11156,npersoalan,persoalan
11157,npersoalanya,persoalannya
11158,npertanyaan,pertanyaan
11159,npertanyaannya,pertanyaannya
11160,npln,perusahaan listrik negara
11161,nplaylist,playlist
11162,npliss,please
11163,nplonga,plonga
11164,nplonge,plongo
11165,nplongi,plongo
11166,nplongo,plongo
11167,nplongu,plongo
11168,npohon,pohon
11169,npokoknya,pokoknya
11170,npolitics,politik
11171,npolitikus,politikus
11172,npolitisi,politisi
11173,npopuler,populer
11174,nprabowo,prabowo
11175,npramoedya,pramoedya
11176,npresiden,presiden
11177,nprestas,prestasi
11178,nprofesor,profesor
11179,npromosi,promosi
11180,nproses,proses
11181,nproud,proud
11182,npunya,punya
11183,npush,push
11184,npusing,pusing
11185,nrakyat,rakyat
11186,nramai,ramai
11187,nrampok,rampok
11188,nrasa,rasa
11189,nrasakaah,rasakanlah
11190,nrasanya,rasanya
11191,nrasuah,rasuah
11192,nrasulullah,rasulullah
11193,nrealita,realita
11194,nrealitanya,realitanya
11195,nreformasi,reformasi
11196,nrekan2,rekan rekan
11197,nrelevansinya,relevansinya
11198,nresah,resah
11199,nrespondennya,respondennya
11200,nresult,result
11201,nrezim,rezim
11202,nribuan,ribuan
11203,nridwan,ridwan
11204,nright,right
11205,nmoga,semoga
11206,nmonggo,silakan
11207,nnambah,tambah
11208,nmakasih,terima kasih
11209,nkekadang,terkadang
11210,nggo,untuk
11211,nheh,weh
11212,ngkgkgk,wkwk
11213,nkikikikiki,wkwk
11214,ohoo,aha
11215,nyaelah,alah
11216,nying,anjing
11217,nyir,anjir
11218,opoo,apa
11219,paan,apaan
11220,pabila,apabila
11221,palagi,apalagi
11222,pecus,becus
11223,oon,beloon
11224,nyantai2,bersantai santai
11225,nunty,bibi
11226,nstupid,bodoh
11227,obos,bohong
11228,pcetar,cetar
11229,paek,dekat
11230,nserang,erang
11231,paporit,favorit
11232,oseng,gongseng
11233,ogut,gue
11234,nurut,ikut
11235,ntuh,itu
11236,ntuuh,itu
11237,nyap,iya
11238,nyoi,iya
11239,nyalah,iyalah
11240,oge,juga
11241,ofis,kantor
11242,outputnya,keluarannya
11243,onyol,konyol
11244,nyuk,kunyuk
11245,pebih,lebih
11246,nsory,maaf
11247,numacem,macam
11248,pacarin,memacari
11249,nyerem2in,menakut nakuti
11251,nyaleg,mencalonkan anggota legislatif
11252,nyagub,mencalonkan gubernur
11253,nyapres,mencalonkan presiden
11254,nyemil,mencamil
11255,nyemilnya,mencamilnya
11256,nyampur,mencampur
11257,nyampur2,mencampur campur
11258,nyariduit,mencari duit
11259,nyarimakan,mencari makanan
11260,nyariin,mencarikan
11261,nyecerrnya,mencecarnya
11262,nyekek,mencekik
11263,nyemplung,mencemplung
11264,nyeritain,menceritakan
11265,nyetak,mencetak
11266,nyicil,mencicil
11267,nyicip,mencicip
11268,nyolok,mencolok
11269,nyuciin,mencucikan
11270,nyuit,mencuit
11271,nyulik,menculik
11272,obrolin,mengobrol
11273,nuduh2,menuduh
11274,nukar,menukar
11275,nuker,menukar
11276,nulisin,menuliskan
11277,nulisnya,menulisnya
